local_item_id,category_id,item_key,brand,image_url,external_link,external_service,is_active,created_at,updated_at
951,4,coffee_ethiopia_vertuo,Nespresso,,https://www.nespresso.com/kr/ko/order/capsules/ethiopia_vertuo,NESPRESSO,t,2026-02-23 10:39:14.852566,2026-02-23 10:39:14.852566
952,4,coffee_fortado_vertuo,Nespresso,,https://www.nespresso.com/kr/ko/order/capsules/fortado_vertuo,NESPRESSO,t,2026-02-23 10:39:14.854281,2026-02-23 10:39:14.854281
953,4,coffee_arondio_vertuo,Nespresso,,https://www.nespresso.com/kr/ko/order/capsules/arondio_vertuo,NESPRESSO,t,2026-02-23 10:39:14.856075,2026-02-23 10:39:14.856075
954,4,coffee_inizio_vertuo,Nespresso,,https://www.nespresso.com/kr/ko/order/capsules/inizio_vertuo,NESPRESSO,t,2026-02-23 10:39:14.859771,2026-02-23 10:39:14.859771
955,4,coffee_altissio_decaffeinato_vertuo,Nespresso,,https://www.nespresso.com/kr/ko/order/capsules/altissio_decaffeinato_vertuo,NESPRESSO,t,2026-02-23 10:39:14.861696,2026-02-23 10:39:14.861696
956,4,coffee_diavolitto_vertuo,Nespresso,,https://www.nespresso.com/kr/ko/order/capsules/diavolitto_vertuo,NESPRESSO,t,2026-02-23 10:39:14.863287,2026-02-23 10:39:14.863287
957,4,coffee_il_caffe_vertuo,Nespresso,,https://www.nespresso.com/kr/ko/order/capsules/il_caffe_vertuo,NESPRESSO,t,2026-02-23 10:39:14.8654,2026-02-23 10:39:14.8654
958,4,coffee_altissio_vertuo,Nespresso,,https://www.nespresso.com/kr/ko/order/capsules/altissio_vertuo,NESPRESSO,t,2026-02-23 10:39:14.867452,2026-02-23 10:39:14.867452
959,4,coffee_orafio_vertuo,Nespresso,,https://www.nespresso.com/kr/ko/order/capsules/orafio_vertuo,NESPRESSO,t,2026-02-23 10:39:14.869195,2026-02-23 10:39:14.869195
960,4,coffee_voltesso_vertuo,Nespresso,,https://www.nespresso.com/kr/ko/order/capsules/voltesso_vertuo,NESPRESSO,t,2026-02-23 10:39:14.871638,2026-02-23 10:39:14.871638
961,4,coffee_bianco_piccolo_for_milk_vertuo,Nespresso,,https://www.nespresso.com/kr/ko/order/capsules/bianco_piccolo_for_milk_vertuo,NESPRESSO,t,2026-02-23 10:39:14.87336,2026-02-23 10:39:14.87336
962,4,coffee_double_espresso_chiaro_decaffeinato_vertuo,Nespresso,,https://www.nespresso.com/kr/ko/order/capsules/double_espresso_chiaro_decaffeinato_vertuo,NESPRESSO,t,2026-02-23 10:39:14.875494,2026-02-23 10:39:14.875494
963,4,coffee_active_vertuo,Nespresso,,https://www.nespresso.com/kr/ko/order/capsules/active_vertuo,NESPRESSO,t,2026-02-23 10:39:14.877445,2026-02-23 10:39:14.877445
964,4,coffee_ginseng_delight_vertuo,Nespresso,,https://www.nespresso.com/kr/ko/order/capsules/ginseng_delight_vertuo,NESPRESSO,t,2026-02-23 10:39:14.879137,2026-02-23 10:39:14.879137
965,4,coffee_double_espresso_dolce_vertuo,Nespresso,,https://www.nespresso.com/kr/ko/order/capsules/double_espresso_dolce_vertuo,NESPRESSO,t,2026-02-23 10:39:14.884057,2026-02-23 10:39:14.884057
966,4,coffee_double_espresso_chiaro,Nespresso,,https://www.nespresso.com/kr/ko/order/capsules/double_espresso_chiaro,NESPRESSO,t,2026-02-23 10:39:14.885908,2026-02-23 10:39:14.885908
967,4,coffee_double_espresso_dolce,Nespresso,,https://www.nespresso.com/kr/ko/order/capsules/double_espresso_dolce,NESPRESSO,t,2026-02-23 10:39:14.887572,2026-02-23 10:39:14.887572
968,4,coffee_double_espresso_scuro,Nespresso,,https://www.nespresso.com/kr/ko/order/capsules/double_espresso_scuro,NESPRESSO,t,2026-02-23 10:39:14.891007,2026-02-23 10:39:14.891007
969,4,coffee_bianco_doppio_for_milk,Nespresso,,https://www.nespresso.com/kr/ko/order/capsules/bianco_doppio_for_milk,NESPRESSO,t,2026-02-23 10:39:14.893555,2026-02-23 10:39:14.893555
970,4,coffee_ice_leggero,Nespresso,,https://www.nespresso.com/kr/ko/order/capsules/ice_leggero,NESPRESSO,t,2026-02-23 10:39:14.895657,2026-02-23 10:39:14.895657
971,4,coffee_melozio_go,Nespresso,,https://www.nespresso.com/kr/ko/order/capsules/melozio_go,NESPRESSO,t,2026-02-23 10:39:14.899331,2026-02-23 10:39:14.899331
972,4,coffee_white_chocolate_strawberry,Nespresso,,https://www.nespresso.com/kr/ko/order/capsules/white_chocolate_strawberry,NESPRESSO,t,2026-02-23 10:39:14.901163,2026-02-23 10:39:14.901163
973,4,coffee_melozio_decaffeinato,Nespresso,,https://www.nespresso.com/kr/ko/order/capsules/melozio_decaffeinato,NESPRESSO,t,2026-02-23 10:39:14.903113,2026-02-23 10:39:14.903113
974,4,coffee_melozio,Nespresso,,https://www.nespresso.com/kr/ko/order/capsules/melozio,NESPRESSO,t,2026-02-23 10:39:14.90576,2026-02-23 10:39:14.90576
975,4,coffee_vivida,Nespresso,,https://www.nespresso.com/kr/ko/order/capsules/vivida,NESPRESSO,t,2026-02-23 10:39:14.907658,2026-02-23 10:39:14.907658
976,4,coffee_sweet_vanilla_decaffeinato,Nespresso,,https://www.nespresso.com/kr/ko/order/capsules/sweet_vanilla_decaffeinato,NESPRESSO,t,2026-02-23 10:39:14.910635,2026-02-23 10:39:14.910635
977,4,coffee_el_salvador,Nespresso,,https://www.nespresso.com/kr/ko/order/capsules/el_salvador,NESPRESSO,t,2026-02-23 10:39:14.912573,2026-02-23 10:39:14.912573
978,4,coffee_mexico,Nespresso,,https://www.nespresso.com/kr/ko/order/capsules/mexico,NESPRESSO,t,2026-02-23 10:39:14.914157,2026-02-23 10:39:14.914157
979,4,coffee_ice_forte,Nespresso,,https://www.nespresso.com/kr/ko/order/capsules/ice_forte,NESPRESSO,t,2026-02-23 10:39:14.915754,2026-02-23 10:39:14.915754
980,4,coffee_intenso,Nespresso,,https://www.nespresso.com/kr/ko/order/capsules/intenso,NESPRESSO,t,2026-02-23 10:39:14.917322,2026-02-23 10:39:14.917322
981,4,coffee_stormio,Nespresso,,https://www.nespresso.com/kr/ko/order/capsules/stormio,NESPRESSO,t,2026-02-23 10:39:14.919204,2026-02-23 10:39:14.919204
982,4,coffee_odacio,Nespresso,,https://www.nespresso.com/kr/ko/order/capsules/odacio,NESPRESSO,t,2026-02-23 10:39:14.921621,2026-02-23 10:39:14.921621
983,4,coffee_solelio,Nespresso,,https://www.nespresso.com/kr/ko/order/capsules/solelio,NESPRESSO,t,2026-02-23 10:39:14.923977,2026-02-23 10:39:14.923977
984,4,coffee_half_caffeinato,Nespresso,,https://www.nespresso.com/kr/ko/order/capsules/half_caffeinato,NESPRESSO,t,2026-02-23 10:39:14.928154,2026-02-23 10:39:14.928154
985,4,coffee_bianco_forte_for_milk,Nespresso,,https://www.nespresso.com/kr/ko/order/capsules/bianco_forte_for_milk,NESPRESSO,t,2026-02-23 10:39:14.929913,2026-02-23 10:39:14.929913
986,4,coffee_sweet_vanilla,Nespresso,,https://www.nespresso.com/kr/ko/order/capsules/sweet_vanilla,NESPRESSO,t,2026-02-23 10:39:14.931672,2026-02-23 10:39:14.931672
987,4,coffee_golden_caramel,Nespresso,,https://www.nespresso.com/kr/ko/order/capsules/golden_caramel,NESPRESSO,t,2026-02-23 10:39:14.933657,2026-02-23 10:39:14.933657
988,4,coffee_roasted_hazelnut,Nespresso,,https://www.nespresso.com/kr/ko/order/capsules/roasted_hazelnut,NESPRESSO,t,2026-02-23 10:39:14.936083,2026-02-23 10:39:14.936083
989,4,coffee_rich_chocolate,Nespresso,,https://www.nespresso.com/kr/ko/order/capsules/rich_chocolate,NESPRESSO,t,2026-02-23 10:39:14.938045,2026-02-23 10:39:14.938045
